Ngay lay,Gio lay,Ngay cap nhat,Gio cap nhat,Nguon,Ten ngan hang,Ten ngoai te,Ky hieu ngoai te,Mua tien mat,Mua chuyen khoan,Gia ban
28/09/2022,17:10,28/09/2022,29/09/2022,https://ngan-hang.com/ty-gia-ngan-hang-ncb,NCB,Baht Thái,THB,534,604,638
28/09/2022,17:10,28/09/2022,29/09/2022,https://ngan-hang.com/ty-gia-ngan-hang-scb,SCB,Đô la,USD,23090,23090,23250
28/09/2022,17:10,28/09/2022,29/09/2022,https://ngan-hang.com/ty-gia-ngan-hang-scb,SCB,Bảng Anh,GBP,30580,30700,31190
28/09/2022,17:10,28/09/2022,29/09/2022,https://ngan-hang.com/ty-gia-ngan-hang-scb,SCB,Euro,EUR,27230,27310,27860
28/09/2022,17:10,28/09/2022,29/09/2022,https://ngan-hang.com/ty-gia-ngan-hang-scb,SCB,Đô la Singapore,SGD,17120,17140,17450
28/09/2022,17:10,28/09/2022,29/09/2022,https://ngan-hang.com/ty-gia-ngan-hang-scb,SCB,Yên Nhật,JPY,219.4,220.1,223.7
28/09/2022,17:10,28/09/2022,29/09/2022,https://ngan-hang.com/ty-gia-ngan-hang-scb,SCB,Đô la Úc,AUD,16820,16870,17270
28/09/2022,17:10,28/09/2022,29/09/2022,https://ngan-hang.com/ty-gia-ngan-hang-scb,SCB,Đô la Canada,CAD,17610,17680,18010
28/09/2022,17:10,28/09/2022,29/09/2022,https://ngan-hang.com/ty-gia-ngan-hang-scb,SCB,Won Hàn Quốc,KRW,0,20.7,23
28/09/2022,17:10,28/09/2022,29/09/2022,https://ngan-hang.com/ty-gia-ngan-hang-scb,SCB,Ðô la New Zealand,NZD,0,15990,16370
28/09/2022,17:10,28/09/2022,29/09/2022,https://ngan-hang.com/ty-gia-ngan-hang-sacombank,Sacombank,Đô la,USD,23635,23655,23890
28/09/2022,17:10,28/09/2022,29/09/2022,https://ngan-hang.com/ty-gia-ngan-hang-sacombank,Sacombank,Bảng Anh,GBP,25035,25085,25699
28/09/2022,17:10,28/09/2022,29/09/2022,https://ngan-hang.com/ty-gia-ngan-hang-sacombank,Sacombank,Euro,EUR,22312,22412,23127
28/09/2022,17:10,28/09/2022,29/09/2022,https://ngan-hang.com/ty-gia-ngan-hang-sacombank,Sacombank,Đô la Singapore,SGD,16116,16216,16725
28/09/2022,17:10,28/09/2022,29/09/2022,https://ngan-hang.com/ty-gia-ngan-hang-sacombank,Sacombank,Nhân dân tệ,CNY,0,3212,3383
28/09/2022,17:10,28/09/2022,29/09/2022,https://ngan-hang.com/ty-gia-ngan-hang-sacombank,Sacombank,Đô la Hồng Kông,HKD,0,2945,3157
28/09/2022,17:10,28/09/2022,29/09/2022,https://ngan-hang.com/ty-gia-ngan-hang-sacombank,Sacombank,Yên Nhật,JPY,161,162,168
28/09/2022,17:10,28/09/2022,29/09/2022,https://ngan-hang.com/ty-gia-ngan-hang-sacombank,Sacombank,Đô la Úc,AUD,14864,14964,15469
28/09/2022,17:10,28/09/2022,29/09/2022,https://ngan-hang.com/ty-gia-ngan-hang-sacombank,Sacombank,Đô la Canada,CAD,16812,17012,17521
28/09/2022,17:10,28/09/2022,29/09/2022,https://ngan-hang.com/ty-gia-ngan-hang-sacombank,Sacombank,Won Hàn Quốc,KRW,0,15,19
28/09/2022,17:10,28/09/2022,29/09/2022,https://ngan-hang.com/ty-gia-ngan-hang-sacombank,Sacombank,Franc Thuỵ Sĩ,CHF,23628,23728,24243
28/09/2022,17:10,28/09/2022,29/09/2022,https://ngan-hang.com/ty-gia-ngan-hang-sacombank,Sacombank,Ringit Malaysia,MYR,0,5146,5590
28/09/2022,17:10,28/09/2022,29/09/2022,https://ngan-hang.com/ty-gia-ngan-hang-sacombank,Sacombank,Krona Thuỵ Điển,SEK,0,2200,2454
28/09/2022,17:10,28/09/2022,29/09/2022,https://ngan-hang.com/ty-gia-ngan-hang-sacombank,Sacombank,Krone Na Uy,NOK,0,2288,2435
28/09/2022,17:10,28/09/2022,29/09/2022,https://ngan-hang.com/ty-gia-ngan-hang-sacombank,Sacombank,Baht Thái,THB,0,595,680
28/09/2022,17:10,28/09/2022,29/09/2022,https://ngan-hang.com/ty-gia-ngan-hang-sacombank,Sacombank,Peso Philippines,PHP,0,410,438
28/09/2022,17:10,28/09/2022,29/09/2022,https://ngan-hang.com/ty-gia-ngan-hang-sacombank,Sacombank,Riel Campuchia,KHR,0,5,5
28/09/2022,17:10,28/09/2022,29/09/2022,https://ngan-hang.com/ty-gia-ngan-hang-sacombank,Sacombank,Đô la Đài Loan,TWD,0,756,853
28/09/2022,17:10,28/09/2022,29/09/2022,https://ngan-hang.com/ty-gia-ngan-hang-sacombank,Sacombank,Krone Đan Mạch,DKK,0,3120,3386
28/09/2022,17:10,28/09/2022,29/09/2022,https://ngan-hang.com/ty-gia-ngan-hang-sacombank,Sacombank,Ðô la New Zealand,NZD,0,13083,13495
28/09/2022,17:10,28/09/2022,29/09/2022,https://ngan-hang.com/ty-gia-ngan-hang-sacombank,Sacombank,Kip Lào,LAK,0,1,1
28/09/2022,17:10,28/09/2022,29/09/2022,https://ngan-hang.com/ty-gia-ngan-hang-vietinbank,Vietinbank,Đô la,USD,0,23560,24000
28/09/2022,17:10,28/09/2022,29/09/2022,https://ngan-hang.com/ty-gia-ngan-hang-vietinbank,Vietinbank,Bảng Anh,GBP,0,25352,26522
28/09/2022,17:10,28/09/2022,29/09/2022,https://ngan-hang.com/ty-gia-ngan-hang-vietinbank,Vietinbank,Euro,EUR,0,22293,23583
28/09/2022,17:10,28/09/2022,29/09/2022,https://ngan-hang.com/ty-gia-ngan-hang-vietinbank,Vietinbank,Đô la Singapore,SGD,0,16019,16819
28/09/2022,17:10,28/09/2022,29/09/2022,https://ngan-hang.com/ty-gia-ngan-hang-vietinbank,Vietinbank,Nhân dân tệ,CNY,0,3233,3373
28/09/2022,17:10,28/09/2022,29/09/2022,https://ngan-hang.com/ty-gia-ngan-hang-vietinbank,Vietinbank,Đô la Hồng Kông,HKD,0,2909,3104
28/09/2022,17:10,28/09/2022,29/09/2022,https://ngan-hang.com/ty-gia-ngan-hang-vietinbank,Vietinbank,Yên Nhật,JPY,0,161.1,170.65
28/09/2022,17:10,28/09/2022,29/09/2022,https://ngan-hang.com/ty-gia-ngan-hang-vietinbank,Vietinbank,Đô la Úc,AUD,0,15214,15914
28/09/2022,17:10,28/09/2022,29/09/2022,https://ngan-hang.com/ty-gia-ngan-hang-vietinbank,Vietinbank,Đô la Canada,CAD,0,17162,17862
28/09/2022,17:10,28/09/2022,29/09/2022,https://ngan-hang.com/ty-gia-ngan-hang-vietinbank,Vietinbank,Won Hàn Quốc,KRW,0,14.68,18.48
28/09/2022,17:10,28/09/2022,29/09/2022,https://ngan-hang.com/ty-gia-ngan-hang-vietinbank,Vietinbank,Franc Thuỵ Sĩ,CHF,0,23856,24806
28/09/2022,17:10,28/09/2022,29/09/2022,https://ngan-hang.com/ty-gia-ngan-hang-vietinbank,Vietinbank,Baht Thái,THB,0,613.61,641.61
28/09/2022,17:10,28/09/2022,29/09/2022,https://ngan-hang.com/ty-gia-ngan-hang-vietinbank,Vietinbank,Krona Thuỵ Điển,SEK,0,2052,2187
28/09/2022,17:10,28/09/2022,29/09/2022,https://ngan-hang.com/ty-gia-ngan-hang-vietinbank,Vietinbank,Krone Na Uy,NOK,0,2146,2266
28/09/2022,17:10,28/09/2022,29/09/2022,https://ngan-hang.com/ty-gia-ngan-hang-vietinbank,Vietinbank,Ðô la New Zealand,NZD,0,13356,13766
28/09/2022,17:10,28/09/2022,29/09/2022,https://ngan-hang.com/ty-gia-ngan-hang-vietinbank,Vietinbank,Kip Lào,LAK,0,0.79,1.74
28/09/2022,17:10,28/09/2022,29/09/2022,https://ngan-hang.com/ty-gia-ngan-hang-vietinbank,Vietinbank,Krone Đan Mạch,DKK,0,3022,3192
28/09/2022,17:10,28/09/2022,29/09/2022,https://ngan-hang.com/ty-gia-ngan-hang-donga,Đông,Đô la,USD,23670,23670,23920
28/09/2022,17:10,28/09/2022,29/09/2022,https://ngan-hang.com/ty-gia-ngan-hang-donga,Đông,Euro,EUR,22470,22570,22960
28/09/2022,17:10,28/09/2022,29/09/2022,https://ngan-hang.com/ty-gia-ngan-hang-donga,Đông,Bảng Anh,GBP,25110,25220,25650
28/09/2022,17:10,28/09/2022,29/09/2022,https://ngan-hang.com/ty-gia-ngan-hang-donga,Đông,Đô la Singapore,SGD,16170,16320,16590
28/09/2022,17:10,28/09/2022,29/09/2022,https://ngan-hang.com/ty-gia-ngan-hang-donga,Đông,Yên Nhật,JPY,161,163,166
28/09/2022,17:10,28/09/2022,29/09/2022,https://ngan-hang.com/ty-gia-ngan-hang-donga,Đông,Đô la Hồng Kông,HKD,2410,2900,2920
28/09/2022,17:10,28/09/2022,29/09/2022,https://ngan-hang.com/ty-gia-ngan-hang-donga,Đông,Đô la Úc,AUD,14980,15070,15340
28/09/2022,17:10,28/09/2022,29/09/2022,https://ngan-hang.com/ty-gia-ngan-hang-donga,Đông,Đô la Canada,CAD,17030,17130,17430
28/09/2022,17:10,28/09/2022,29/09/2022,https://ngan-hang.com/ty-gia-ngan-hang-donga,Đông,Franc Thuỵ Sĩ,CHF,22610,23750,23080
28/09/2022,17:10,28/09/2022,29/09/2022,https://ngan-hang.com/ty-gia-ngan-hang-donga,Đông,Baht Thái,THB,560,610,640
28/09/2022,17:10,28/09/2022,29/09/2022,https://ngan-hang.com/ty-gia-ngan-hang-donga,Đông,Ðô la New Zealand,NZD,0,13190,0
